altitude_km,energy_eV,probability_density_eV-1,spectral_production_cm-3_s-1_eV-1
98.75,4.9375,0.0,0.0
98.75,4.9625,0.0,0.0
98.75,4.987500000000001,0.0,0.0
98.75,5.0125,0.0,0.0
98.75,5.0375000000000005,0.0,0.0
98.75,5.0625,0.0,0.0
98.75,5.0875,0.0,0.0
98.75,5.112500000000001,0.0,0.0
98.75,5.1375,0.0,0.0
98.75,5.1625000000000005,0.0,0.0
98.75,5.1875,0.0,0.0
98.75,5.2125,0.0,0.0
98.75,5.237500000000001,0.0,0.0
98.75,5.2625,0.0,0.0
98.75,5.2875000000000005,0.0,0.0
98.75,5.3125,0.0,0.0
98.75,5.3375,0.0,0.0
98.75,5.362500000000001,0.0,0.0
98.75,5.3875,0.0,0.0
98.75,5.4125000000000005,0.0,0.0
98.75,5.4375,0.0,0.0
98.75,5.4625,0.0,0.0
98.75,5.487500000000001,0.0,0.0
98.75,5.5125,0.0,0.0
98.75,5.5375000000000005,0.0,0.0
98.75,5.5625,0.0,0.0
98.75,5.5875,0.0,0.0
98.75,5.612500000000001,0.0,0.0
98.75,5.6375,0.0,0.0
98.75,5.6625000000000005,0.0,0.0
98.75,5.6875,0.0,0.0
98.75,5.7125,0.0,0.0
98.75,5.737500000000001,0.0,0.0
98.75,5.7625,0.0,0.0
98.75,5.7875000000000005,0.0,0.0
98.75,5.8125,0.0,0.0
98.75,5.8375,0.0,0.0
98.75,5.862500000000001,0.0,0.0
98.75,5.8875,0.0,0.0
98.75,5.9125000000000005,0.0,0.0
98.75,5.9375,0.0,0.0
98.75,5.9625,0.0,0.0
98.75,5.987500000000001,0.0,0.0
98.75,6.0125,0.0,0.0
98.75,6.0375000000000005,0.0,0.0
98.75,6.0625,0.0,0.0
98.75,6.0875,0.0,0.0
98.75,6.112500000000001,0.0,0.0
98.75,6.1375,0.0,0.0
98.75,6.1625000000000005,0.0,0.0
98.75,6.1875,0.0,0.0
98.75,6.2125,0.0,0.0
98.75,6.237500000000001,0.0,0.0
98.75,6.2625,0.0,0.0
98.75,6.2875000000000005,0.0,0.0
98.75,6.3125,0.0,0.0
98.75,6.3375,0.0,0.0
98.75,6.362500000000001,0.0,0.0
98.75,6.3875,0.0,0.0
98.75,6.4125000000000005,0.0,0.0
98.75,6.4375,0.0,0.0
98.75,6.4625,0.0,0.0
98.75,6.487500000000001,0.0,0.0
98.75,6.5125,0.0,0.0
98.75,6.5375000000000005,0.0,0.0
98.75,6.5625,0.0,0.0
98.75,6.5875,0.0,0.0
98.75,6.612500000000001,0.0,0.0
98.75,6.6375,0.0,0.0
98.75,6.6625000000000005,0.0,0.0
98.75,6.6875,0.0,0.0
98.75,6.7125,0.0,0.0
98.75,6.737500000000001,0.0,0.0
98.75,6.7625,0.0,0.0
98.75,6.7875000000000005,0.0,0.0
98.75,6.8125,0.0,0.0
98.75,6.8375,0.0,0.0
98.75,6.862500000000001,0.0,0.0
98.75,6.8875,0.0,0.0
98.75,6.9125000000000005,0.0,0.0
98.75,6.9375,0.0,0.0
98.75,6.9625,0.0,0.0
98.75,6.987500000000001,0.0,0.0
101.25,0.0125,0.0,0.0
101.25,0.037500000000000006,0.0,0.0
101.25,0.0625,0.0,0.0
101.25,0.08750000000000001,0.0,0.0
101.25,0.1125,0.0,0.0
101.25,0.1375,0.0,0.0
101.25,0.16250000000000003,0.0,0.0
101.25,0.1875,0.00010000000000000003,0.12612243984845303
101.25,0.21250000000000002,0.0007000000000000001,0.8828570789391711
101.25,0.2375,0.0018000000000000006,2.2702039172721546
101.25,0.2625,0.01069999999999999,13.495101063784459
101.25,0.28750000000000003,0.03069999999999997,38.71958903347503
101.25,0.3125,0.0771000000000001,97.24040112315738
101.25,0.3375,0.13499999999999987,170.26529379541137
101.25,0.36250000000000004,0.21940000000000032,276.7126330275063
101.25,0.3875,0.2973999999999997,375.08813610929883
101.25,0.41250000000000003,0.3380999999999997,426.4199691276192
101.25,0.4375,0.3228000000000005,407.1232358308069
101.25,0.4625,0.28999999999999976,365.7550755605134
101.25,0.48750000000000004,0.22330000000000028,281.6314081815959
101.25,0.5125,0.15089999999999987,190.3187617313154
101.25,0.5375000000000001,0.09369999999999992,118.17672613800036
101.25,0.5625,0.05549999999999995,69.99795411589135
101.25,0.5875000000000001,0.027299999999999974,34.43142607862764
101.25,0.6125,0.013800000000000048,17.404896699086574
101.25,0.6375,0.005499999999999995,6.936734191664909
101.25,0.6625000000000001,0.0014999999999999985,1.891836597726793
101.25,0.6875,0.0009999999999999992,1.2612243984845288
101.25,0.7125000000000001,9.999999999999992e-05,0.1261224398484529
101.25,0.7375,0.00040000000000000143,0.5044897593938138
101.25,0.7625,0.0,0.0
101.25,0.7875000000000001,0.0,0.0
101.25,0.8125,0.0,0.0
101.25,0.8375000000000001,0.0,0.0
101.25,0.8625,0.0,0.0
101.25,0.8875,0.0,0.0
101.25,0.9125000000000001,0.0,0.0
101.25,0.9375,0.0,0.0
101.25,0.9625000000000001,0.0,0.0
101.25,0.9875,0.0,0.0
101.25,1.0125000000000002,0.0,0.0
101.25,1.0375,0.0,0.0
101.25,1.0625,0.00010000000000000036,0.12612243984845345
101.25,1.0875,0.0002999999999999984,0.37836731954535696
101.25,1.1125,0.0010000000000000037,1.2612243984845346
101.25,1.1375000000000002,0.0024999999999999866,3.153060996211308
101.25,1.1625,0.003800000000000014,4.792652714241231
101.25,1.1875,0.008699999999999954,10.972652266815352
101.25,1.2125000000000001,0.01610000000000006,20.305712815601005
101.25,1.2375,0.02620000000000009,33.0440792402948
101.25,1.2625000000000002,0.05129999999999973,64.70081164225604
101.25,1.2875,0.07750000000000028,97.74489088255142
101.25,1.3125,0.10859999999999942,136.96896967541923
101.25,1.3375000000000001,0.1652000000000006,208.3542706296451
101.25,1.3625,0.2328000000000008,293.6130399671996
101.25,1.3875000000000002,0.3153999999999983,397.7901752820186
101.25,1.4125,0.3869000000000014,487.96771977366643
